"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-01-01","54","61","46"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-01-02","53","62","43"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-01-03","48","69","35"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-01-04","45","61","33"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-01-05","50","65","38"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-01-06","55","65","47"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-01-07","54","65","45"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-01-08","54","77","41"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-01-09","52","75","38"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-01-10","58","66","40"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-01-11","59","67","52"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-01-12","55","68","43"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-01-13","54","77","40"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-01-14","54","78","36"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-01-15","57","77","42"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-01-16","52","64","40"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-01-17","46","61","34"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-01-18","48","63","34"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-01-19","46","58","32"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-01-20","44","65","31"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-01-21","42","56","32"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-01-22","35","49","28"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-01-23","38","57","24"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-01-24","41","58","29"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-01-25","42","59","30"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-01-26","41","57","26"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-01-27","46","60","31"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-01-28","47","60","36"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-01-29","48","61","42"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-01-30","49","64","39"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-01-31","49","58","45"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-02-01","49","58","46"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-02-02","52","60","47"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-02-03","48","52","43"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-02-04","52","70","41"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-02-05","52","66","43"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-02-06","56","67","42"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-02-07","62","76","50"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-02-08","64","86","49"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-02-09","57","76","44"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-02-10","53","72","41"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-02-11","62","74","43"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-02-12","63","71","53"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-02-13","56","68","43"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-02-14","55","76","40"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-02-15","54","74","40"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-02-16","56","72","45"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-02-17","52","67","42"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-02-18","54","71","42"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-02-19","53","59","47"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-02-20","53","57","51"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-02-21","49","54","42"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-02-22","42","53","34"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-02-23","41","56","31"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-02-24","44","58","28"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-02-25","37","45","31"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-02-26","36","46","25"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-02-29","40","40","40"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-03-01","51","61","40"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-03-02","52","66","42"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-03-03","51","65","40"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-03-04","50","59","41"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-03-05","49","56","43"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-03-06","54","61","45"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-03-07","56","67","48"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-03-08","59","74","51"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-03-09","61","80","42"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-03-10","54","70","36"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-03-11","55","65","46"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-03-12","52","52","52"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-03-13","45","51","40"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-03-14","49","61","40"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-03-15","53","70","37"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-03-16","57","75","37"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-03-17","60","82","41"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-03-18","61","80","43"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-03-19","62","83","45"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-03-20","63","84","44"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-03-21","61","78","47"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-03-22","53","65","48"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-03-23","45","57","32"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-03-24","47","65","29"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-03-25","48","65","32"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-03-26","54","70","37"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-03-27","52","72","34"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-03-28","49","60","37"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-03-29","48","67","32"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-03-30","52","73","33"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-03-31","55","76","35"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-04-01","52","69","37"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-04-02","52","67","38"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-04-03","52","70","34"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-04-04","60","73","41"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-04-05","62","74","49"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-04-06","63","82","44"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-04-07","65","87","47"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-04-08","62","83","40"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-04-09","53","74","34"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-04-10","53","68","37"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-04-11","57","74","40"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-04-12","55","72","40"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-04-13","58","73","44"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-04-14","60","81","42"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-04-15","62","80","44"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-04-16","57","67","44"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-04-17","56","65","50"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-04-18","53","64","40"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-04-19","54","75","37"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-04-20","53","71","37"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-04-21","54","75","35"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-04-22","63","83","45"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-04-23","69","91","46"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-04-24","71","91","49"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-04-25","74","89","54"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-04-26","78","99","59"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-04-27","71","92","56"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-04-28","71","77","61"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-04-29","68","83","51"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-04-30","72","94","48"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-05-01","72","94","52"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-05-02","69","88","50"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-05-03","67","86","47"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-05-04","66","85","45"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-05-05","67","86","44"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-05-06","66","87","46"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-05-07","65","84","45"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-05-08","64","82","45"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-05-09","64","82","47"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-05-10","71","95","46"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-05-11","76","101","54"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-05-12","75","101","53"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-05-13","72","91","53"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-05-14","71","85","55"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-05-15","64","79","51"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-05-16","63","70","52"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-05-17","66","83","52"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-05-18","65","81","48"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-05-19","62","76","47"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-05-20","64","83","43"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-05-21","60","77","48"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-05-22","62","75","46"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-05-23","62","77","42"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-05-24","54","68","41"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-05-25","56","73","38"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-05-26","62","80","41"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-05-27","56","67","46"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-05-28","63","81","43"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-05-29","58","73","44"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-05-30","57","75","40"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-05-31","68","89","42"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-06-01","76","97","53"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-06-02","79","100","56"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-06-03","83","104","59"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-06-04","81","101","61"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-06-05","77","94","58"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-06-06","76","95","55"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-06-07","77","97","56"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-06-08","77","96","58"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-06-09","76","95","55"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-06-10","75","95","56"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-06-11","71","88","51"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-06-12","68","88","49"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-06-13","70","88","49"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-06-14","69","89","49"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-06-15","71","90","50"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-06-16","70","91","48"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-06-17","71","91","48"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-06-18","75","95","50"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-06-19","74","95","51"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-06-20","70","90","53"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-06-21","63","79","49"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-06-22","66","85","48"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-06-23","69","87","46"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-06-24","63","82","50"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-06-25","62","75","47"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-06-26","58","68","44"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-06-27","59","74","42"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-06-28","65","87","43"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-06-29","78","99","57"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-06-30","89","102","57"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-07-01","80","103","56"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-07-02","86","104","65"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-07-03","81","99","64"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-07-04","82","102","62"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-07-05","82","101","61"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-07-06","81","102","59"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-07-07","80","102","58"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-07-08","77","98","58"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-07-09","77","96","55"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-07-10","78","94","60"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-07-11","77","94","62"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-07-12","79","97","61"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-07-13","79","96","62"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-07-14","78","97","62"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-07-15","77","96","60"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-07-16","71","91","56"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-07-17","71","89","52"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-07-18","75","96","52"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-07-19","76","96","53"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-07-20","78","99","54"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-07-21","78","98","54"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-07-22","77","97","59"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-07-23","80","100","58"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-07-24","84","106","62"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-07-25","83","103","63"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-07-26","83","101","63"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-07-27","84","99","67"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-07-28","83","100","65"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-07-29","85","103","66"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-07-30","85","103","68"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-07-31","86","105","67"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-08-01","84","104","66"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-08-02","80","101","61"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-08-03","72","90","55"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-08-04","69","88","55"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-08-05","68","83","52"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-08-06","69","86","55"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-08-07","76","98","54"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-08-08","81","102","56"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-08-09","86","107","65"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-08-10","84","103","64"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-08-11","83","102","63"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-08-12","85","105","66"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-08-13","89","107","71"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-08-14","85","104","65"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-08-15","84","104","65"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-08-16","79","97","63"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-08-17","77","98","59"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-08-18","72","93","52"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-08-19","70","93","50"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-08-20","73","95","49"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-08-21","76","97","52"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-08-22","79","101","55"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-08-23","80","101","60"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-08-24","82","102","65"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-08-25","81","101","63"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-08-26","76","97","56"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-08-27","74","98","51"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-08-28","79","103","54"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-08-29","85","108","63"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-08-30","85","106","66"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-08-31","80","101","61"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-09-01","76","97","57"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-09-02","75","96","57"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-09-03","75","95","55"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-09-04","74","92","56"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-09-05","72","88","55"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-09-06","73","92","56"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-09-07","75","96","56"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-09-08","77","97","58"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-09-09","74","96","57"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-09-10","74","97","52"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-09-11","71","95","50"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-09-12","67","88","47"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-09-13","60","75","49"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-09-14","64","82","47"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-09-15","63","81","45"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-09-16","64","80","53"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-09-17","69","87","52"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-09-18","64","82","48"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-09-19","70","90","56"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-09-20","71","92","50"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-09-21","70","91","53"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-09-22","65","86","48"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-09-23","66","87","47"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-09-24","69","85","49"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-09-25","71","85","49"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-09-26","63","82","48"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-09-27","69","87","47"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-09-28","73","89","57"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-09-29","73","95","56"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-09-30","68","91","49"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-10-01","60","79","46"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-10-02","64","85","45"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-10-03","72","92","52"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-10-04","74","92","57"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-10-05","74","93","57"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-10-06","76","96","58"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-10-07","77","96","58"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-10-08","77","101","59"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-10-09","75","96","58"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-10-10","69","90","51"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-10-11","64","86","45"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-10-12","63","88","44"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-10-13","64","85","45"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-10-14","67","85","54"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-10-15","67","88","49"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-10-16","62","82","45"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-10-17","61","78","45"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-10-18","63","81","46"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-10-19","54","69","40"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-10-20","53","64","44"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-10-21","54","60","45"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-10-22","52","66","41"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-10-23","54","70","39"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-10-24","58","77","39"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-10-25","52","64","41"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-10-26","50","59","38"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-10-27","51","60","42"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-10-28","47","62","34"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-10-29","51","60","44"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-10-30","46","52","41"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-10-31","47","58","33"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-11-01","56","63","46"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-11-02","56","67","41"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-11-03","51","68","36"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-11-04","51","70","38"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-11-05","49","64","34"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-11-06","54","61","46"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-11-07","57","68","47"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-11-08","61","72","51"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-11-09","64","75","56"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-11-10","63","76","51"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-11-11","61","80","46"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-11-12","63","82","50"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-11-13","59","82","44"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-11-14","52","69","41"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-11-15","47","56","37"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-11-16","48","63","33"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-11-17","53","62","43"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-11-18","54","74","43"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-11-19","54","75","38"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-11-20","57","73","42"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-11-21","58","59","56"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-11-22","54","61","44"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-11-23","54","65","43"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-11-24","52","65","41"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-11-25","55","64","44"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-11-26","55","62","49"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-11-27","53","59","46"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-11-28","52","67","42"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-11-29","44","53","35"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-11-30","44","58","33"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-12-01","45","65","32"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-12-02","45","56","36"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-12-03","47","59","34"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-12-04","47","58","39"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-12-05","49","64","37"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-12-06","52","62","41"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-12-07","50","66","37"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-12-08","53","66","43"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-12-09","48","60","40"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-12-10","52","56","49"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-12-11","56","63","52"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-12-12","58","67","49"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-12-13","46","64","39"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-12-14","50","56","48"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-12-15","44","47","42"
"USR0000CACT","ACTON CALIFORNIA, CA US","1996-12-16","46","52","35"
